Subject;Subject Desc;Course Number;Title;Academic Period;Academic Period Desc;Section;CRN;Instructor;A;A-;A+;AU;B;B-;B+;C;C-;C+;D;D-;D+;E;F;I;N;P;PI;S;SI;U;W;
;;;Technical Project Management;202620;Spring 2026;WNG;69826;Crynes, Lawrence L.;21.4%;32.1%;10.7%;;14.3%;3.6%;14.3%;;;;;;;;;;;;;;;;3.6%;
;;63400;Integer Programming;202620;Spring 2026;003;36707;Davarnia, Danial;25.0%;12.5%;12.5%;31.3%;;;6.3%;;;;6.3%;;;;;;;;;;;;6.3%;
;;65900;Human Aspects Comput;202620;Spring 2026;001;36640;Pitts, Brandon J.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;69000;Grad Prof Dev Seminar;202620;Spring 2026;001;25358;Wachs, Juan P.;91.7%;;;;;;;;;;;;;;8.3%;;;;;;;;;
;;;Graduate Research Seminar;202620;Spring 2026;002;25359;Wachs, Juan P.;92.3%;;;;;;;;;;;;;;5.5%;;;;;;;;2.2%;
;;;Reinforce Learn: Theory Founds;202620;Spring 2026;022;40145;Chen, Zaiwei;73.9%;4.3%;;13.0%;;;;;;;;;;;;;;;;;;;8.7%;
;;;Reinforcmnt Learn: Adv Topics;202620;Spring 2026;009;36680;Aggarwal, Vaneet;30.0%;25.0%;35.0%;;;;;;;;;;;;;;;;;;;;10.0%;
IET;IET-Industrial Engr Technology;21400;Intro Supply Chain Mgmt Tech;202620;Spring 2026;016;20212;Tanoos, James J.;54.2%;20.8%;;;4.2%;2.1%;6.3%;2.1%;;2.1%;;;;;4.2%;;;;;;;;4.2%;
;;;;;;017;20213;Tanoos, James J.;48.8%;12.2%;2.4%;;2.4%;;17.1%;;2.4%;;;;;;4.9%;;;2.4%;;;;;7.3%;
;;31600;Statistical Quality Control;202620;Spring 2026;001;20223;Parker, Thomas G.;15.8%;13.2%;;;10.5%;7.9%;18.4%;5.3%;2.6%;10.5%;;;;;2.6%;;;2.6%;;;;;10.5%;
;;33400;Economics Analysis - Tech Sys;202620;Spring 2026;013;20224;Athinarayanan, Ragu;39.3%;2.4%;;;25.0%;6.0%;;11.9%;;;8.3%;;;;1.2%;;;;;;;;6.0%;
;;33520;Human Factors For Tech Sys;202620;Spring 2026;001;20229;Nanda, Gaurav;21.4%;10.7%;7.1%;;7.1%;7.1%;14.3%;3.6%;7.1%;14.3%;;;;;3.6%;;;;;;;;3.6%;
;;34200;Warehouse & Inventory Mgmt;202620;Spring 2026;003;20235;Newton, Kathryne A.;24.1%;24.1%;13.8%;;6.9%;3.4%;17.2%;3.4%;;;;;3.4%;;;3.4%;;;;;;;;
;;34300;Technical And Service Selling;202620;Spring 2026;013;20236;Tanoos, James J.;66.7%;16.7%;;;5.6%;;5.6%;5.6%;;;;;;;;;;;;;;;;
;;34350;B2B Sales Management;202620;Spring 2026;001;20239;Tanoos, James J.;25.0%;33.3%;;;8.3%;16.7%;16.7%;;;;;;;;;;;;;;;;;
;;43540;Facilities Planning;202620;Spring 2026;017;40574;Parker, Thomas G.;4.5%;22.7%;;;27.3%;13.6%;9.1%;4.5%;;4.5%;;4.5%;;;;;;;;;;;9.1%;
;;43630;Design Of Experiments;202620;Spring 2026;010;24300;Parker, Thomas G.;11.1%;16.7%;2.8%;;25.0%;8.3%;19.4%;2.8%;;;;2.8%;;;;;;;;;;;11.1%;
;;43640;Lean Six Sigma;202620;Spring 2026;015;20246;Le, Tho V.;;12.0%;8.0%;;16.0%;12.0%;20.0%;8.0%;4.0%;4.0%;;4.0%;;;4.0%;;;;;;;;8.0%;
;;44500;Strategic Supply Chain Mgmt;202620;Spring 2026;002;32926;Newton, Kathryne A.;13.3%;;;;60.0%;;;20.0%;;;6.7%;;;;;;;;;;;;;
ILS;ILS-Information & Library Sci;10000;Intro To Info Studies;202620;Spring 2026;001;29478;Dawkins, Victoria B.;30.8%;7.7%;7.7%;;7.7%;;23.1%;7.7%;;;;;;;7.7%;;;;;;;;7.7%;
;;10300;Intro Data Lifcycl Mgmt-Honors;202620;Spring 2026;003;29458;Witt, Michael C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Intro Data Lifecycle Mgmt;202620;Spring 2026;002;17377;Zakharov, Wei;94.6%;5.4%;;;;;;;;;;;;;;;;;;;;;;
;;;;;;003;29458;Witt, Michael C.;54.3%;20.0%;;;2.9%;;17.1%;;;;;;;;;;;;;;;;5.7%;
;;23000;Data Science & Society ELSI;202620;Spring 2026;001;23991;Chomintra, Melissa A.;47.5%;7.5%;35.0%;;2.5%;;7.5%;;;;;;;;;;;;;;;;;
;;;;;;003;24369;Fosmire, Michael J.;69.2%;10.3%;;;2.6%;;10.3%;5.1%;;;;;;;;;;;;;;;2.6%;
;;;;;;005;29457;Dawkins, Victoria B.;22.5%;12.5%;47.5%;;2.5%;;10.0%;;;;;;;;;;;;;;;;5.0%;
;;;;;;007;39191;Tinio, Jerilyn P.;30.0%;5.0%;52.5%;;5.0%;;5.0%;2.5%;;;;;;;;;;;;;;;;
;;;Data Sci & Society ELSI-Honors;202620;Spring 2026;003;24369;Fosmire, Michael J.;;;;;100.0%;;;;;;;;;;;;;;;;;;;
;;30000;Information, Culture & Society;202620;Spring 2026;001;28243;Bochenek, Annette H.;31.8%;13.6%;36.4%;;4.5%;;;4.5%;;;;;;;9.1%;;;;;;;;;
;;30100;Data Foundations, Tools & Apps;202620;Spring 2026;001;29980;Gerrish, Thomas E.;43.8%;18.8%;31.3%;;;;6.3%;;;;;;;;;;;;;;;;;
;;38000;Understanding UG Res Exp II;202620;Spring 2026;001;16935;Sadler, James J.;89.3%;;;;7.1%;;;;;;;;;;;;;;;;;;3.6%;
;;39500;AI Info Strategies;202620;Spring 2026;002;39213;Lu, Jing;9.5%;14.3%;52.4%;;4.8%;4.8%;;9.5%;;;4.8%;;;;;;;;;;;;;
;;44500;Research Methods Rare Books;202620;Spring 2026;001;39212;Harmeyer, Adriana M.;33.3%;;41.7%;8.3%;;;8.3%;;8.3%;;;;;;;;;;;;;;;
;;49500;Info Strategies For Hlth Profs;202620;Spring 2026;004;17632;Hayes, Andrea M.;62.5%;12.5%;;;18.8%;;;;;;;;;;;;;;;;;;6.3%;
;;59000;GIS Capstone Experience;202620;Spring 2026;001;25115;Kong, Ningning N.;36.4%;27.3%;;;18.2%;;18.2%;;;;;;;;;;;;;;;;;
;;65000;Computational Text Analysis;202620;Spring 2026;002;29988;Stewart, Spencer D.;91.7%;;;;;;;;;;;;;;;8.3%;;;;;;;;
IMPH;IMPH-Indstrl & Mlculr Phrmcutc;58300;Adv Biopharmaceutics;202620;Spring 2026;001;24996;Knipp, Gregory T.;68.8%;;;12.5%;;;18.8%;;;;;;;;;;;;;;;;;
;;69600;Sem Indus & Phys Phar;202620;Spring 2026;001;24998;Luo, Jie;90.9%;;;;;;;;;;;;;;;9.1%;;;;;;;;
;;;;;;002;31888;Luo, Jie;;;;;;;;;;;;;;;;;;;;100.0%;;;;
ITAL;ITAL-Italian;10100;Italian Level I;202620;Spring 2026;003;22757;Grande, Giuseppina;15.4%;7.7%;7.7%;;15.4%;15.4%;15.4%;;7.7%;;;;;;7.7%;;;;;;;;7.7%;
;;;;;;004;23456;Grande, Giuseppina;37.5%;12.5%;12.5%;;6.3%;12.5%;;;6.3%;;6.3%;;;;;;;;;;;;6.3%;
;;10200;Italian Level II;202620;Spring 2026;002;15112;Bogart, Brett T.;15.4%;;;;61.5%;7.7%;7.7%;;7.7%;;;;;;;;;;;;;;;
;;;;;;003;25968;Bogart, Brett T.;27.3%;9.1%;;;18.2%;18.2%;9.1%;;9.1%;;9.1%;;;;;;;;;;;;;
;;20100;Italian Level III;202620;Spring 2026;001;21297;Grande, Giuseppina;21.1%;5.3%;;;15.8%;10.5%;5.3%;10.5%;5.3%;;;;;;10.5%;;;5.3%;;;;;10.5%;
;;33300;Spirit Of Ital Comedy;202620;Spring 2026;001;39275;Babic Williams, Tatjana;37.5%;16.7%;4.2%;;25.0%;;8.3%;;;;;;;;;;;;;;;;8.3%;
;;38100;Ital & Ital-Amer Food Culture;202620;Spring 2026;001;39280;Babic Williams, Tatjana;45.8%;25.0%;12.5%;;16.7%;;;;;;;;;;;;;;;;;;;
;;;Ital&Ital-Amer Food Cltr-Honrs;202620;Spring 2026;001;39280;Babic Williams, Tatjana;100.0%;;;;;;;;;;;;;;;;;;;;;;;
JPNS;JPNS-Japanese;10100;Japanese Level I;202620;Spring 2026;001;20681;Osumi, Akari;12.5%;12.5%;37.5%;;6.3%;;;;;6.3%;;;;;12.5%;;;6.3%;;;;;6.3%;
;;;;;;002;20566;Lutz, Asami;23.1%;7.7%;23.1%;;23.1%;;7.7%;;;;;;;;;;;;;;;;15.4%;
;;;;;;003;41113;Uchida, Namiko;40.0%;6.7%;26.7%;;;;6.7%;6.7%;;;;;;;;;;6.7%;;;;;6.7%;
;;;;;;004;41789;Uchida, Namiko;20.0%;20.0%;20.0%;;33.3%;;;;;;;;;;;;;;;;;;6.7%;
;;10200;Japanese Level II;202620;Spring 2026;031;32357;Morita, Ayami;43.8%;6.3%;18.8%;;12.5%;;6.3%;6.3%;;;;;;;;;;;;;;;6.3%;
;;;;;;032;32358;Murakami, Nami;14.3%;28.6%;28.6%;;7.1%;;7.1%;;7.1%;;;;;;;;;;;;;;7.1%;
;;;;;;033;32359;Suzuki, Natsumi;33.3%;;16.7%;;8.3%;;;;8.3%;16.7%;;;;;;;;;;;;;16.7%;
;;20100;Japanese Level III;202620;Spring 2026;001;19581;Lutz, Asami;50.0%;21.4%;14.3%;;;;7.1%;;;;;;;;;;;;;;;;7.1%;
;;20200;Japanese Level IV;202620;Spring 2026;022;32450;Sano, Momoka;33.3%;16.7%;8.3%;;16.7%;8.3%;;;;8.3%;;;8.3%;;;;;;;;;;;
;;;;;;025;39293;Sano, Momoka;27.3%;18.2%;9.1%;;18.2%;9.1%;18.2%;;;;;;;;;;;;;;;;;
;;24100;Intro Study Jpns Lit;202620;Spring 2026;001;15122;Bassoe, Pedro T.;54.5%;18.2%;;;;9.1%;18.2%;;;;;;;;;;;;;;;;;
;;;Intro Study Jpns Lit-Honors;202620;Spring 2026;001;15122;Bassoe, Pedro T.;50.0%;50.0%;;;;;;;;;;;;;;;;;;;;;;
;;30200;Japanese Level VI;202620;Spring 2026;003;19171;Ogiuchi, Sayuri;30.8%;15.4%;53.8%;;;;;;;;;;;;;;;;;;;;;
;;40200;Japanese Level VIII;202620;Spring 2026;001;20488;Ogiuchi, Sayuri;63.6%;;36.4%;;;;;;;;;;;;;;;;;;;;;
;;49000;Japanese Translation;202620;Spring 2026;001;39294;Osumi, Akari;15.4%;7.7%;76.9%;;;;;;;;;;;;;;;;;;;;;
KOR;KOR-Korean;10100;Korean Level I;202620;Spring 2026;001;25526;Park, Yechan;56.3%;12.5%;;;6.3%;12.5%;;12.5%;;;;;;;;;;;;;;;;
;;;;;;003;26986;Kim, Jungeun A.;43.8%;31.3%;;;6.3%;;6.3%;;;6.3%;;;;;;;;;;;;;6.3%;
;;10200;Korean Level II;202620;Spring 2026;001;26320;Park, Yechan;8.3%;;;8.3%;8.3%;8.3%;16.7%;8.3%;8.3%;;;;8.3%;;8.3%;;;;;;;;16.7%;
;;;;;;002;26321;Chang, Ammi;28.6%;21.4%;;;;14.3%;21.4%;;7.1%;7.1%;;;;;;;;;;;;;;
;;;;;;003;23673;Cho, Hyung Chan;25.0%;12.5%;;;12.5%;18.8%;25.0%;;;6.3%;;;;;;;;;;;;;;
;;;;;;005;17720;Kim, Jungeun A.;60.0%;6.7%;;;6.7%;;13.3%;;;;;;;;;;;6.7%;;;;;6.7%;
;;;Korean Level II-Honors;202620;Spring 2026;005;17720;Kim, Jungeun A.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;20200;Korean Level IV;202620;Spring 2026;001;26324;Chang, Ammi;16.7%;33.3%;;;16.7%;16.7%;;;;;;;;;8.3%;;;8.3%;;;;;;
;;;;;;002;23707;Kim, Jungeun A.;35.3%;47.1%;;;11.8%;;5.9%;;;;;;;;;;;;;;;;;
;;30200;Korean Level VI;202620;Spring 2026;001;26326;Kim, Jungeun A.;41.7%;16.7%;;;;8.3%;25.0%;;8.3%;;;;;;;;;;;;;;;
;;38100;Korean Food Culture;202620;Spring 2026;001;39384;Kim, Huai-Rhin;75.0%;8.3%;;;8.3%;;8.3%;;;;;;;;;;;;;;;;;
LA;LA-Landscape Architecture;16600;Hist Thry Land Arch;202620;Spring 2026;001;21350;Siciliano, Paul C.;7.1%;;;;32.1%;;;25.0%;;;21.4%;;;;7.1%;;;;;;;;7.1%;
;;21600;Studio I: Foundational Design;202620;Spring 2026;002;16922;Percevault, Erin M.;;16.7%;16.7%;;33.3%;;16.7%;8.3%;;;;;;;8.3%;;;;;;;;;
;;22704;Studio III: Planting Design;202620;Spring 2026;001;32174;Siciliano, Paul C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;29299;Cooperative Experience II;202620;Spring 2026;001;17379;Barbarash, David M.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;32600;Studio V: Cmty Dsgn & Planning;202620;Spring 2026;002;17294;Rotar, Sean M.;16.7%;33.3%;;;16.7%;;25.0%;;;;;;;;;;;;;;;;8.3%;
;;34604;Site Engr: Materials & Constrc;202620;Spring 2026;001;32176;Thompson, Aaron W.;31.6%;15.8%;31.6%;;10.5%;;10.5%;;;;;;;;;;;;;;;;;
;;35600;Site Engr: Const Doc & Adv Sys;202620;Spring 2026;002;17497;Percevault, Erin M.;25.0%;50.0%;;;;;16.7%;;;;;;;;;;;;;;;;8.3%;
;;42600;Studio VII: LA Capstone;202620;Spring 2026;001;17502;Thompson, Aaron W.;41.7%;8.3%;33.3%;;;8.3%;8.3%;;;;;;;;;;;;;;;;;
;;;;;;003;39499;Thompson, Aaron W.;30.8%;;30.8%;;15.4%;;;7.7%;;7.7%;;;7.7%;;;;;;;;;;;
;;47600;Prof Pract Landsc Arch;202620;Spring 2026;001;38614;Percevault, Erin M.;16.0%;24.0%;;;36.0%;4.0%;12.0%;4.0%;4.0%;;;;;;;;;;;;;;;
;;48100;Hist Of Am Landscape;202620;Spring 2026;001;38612;Rotar, Sean M.;33.3%;44.4%;5.6%;;;;11.1%;;;;;;;;;;;;;;;;5.6%;
;;48200;Landscape Photo Documentation;202620;Spring 2026;001;18399;Barbarash, David M.;83.3%;16.7%;;;;;;;;;;;;;;;;;;;;;;
LALS;LALS-Latina Am&Latino Studies;25000;Intro Latin Am & Latino Study;202620;Spring 2026;001;25849;Clavijo, Francisco J.;15.4%;15.4%;53.8%;;7.7%;;7.7%;;;;;;;;;;;;;;;;;
LATN;LATN-Latin;10200;Latin Level II;202620;Spring 2026;008;14843;Barnes, Robert J.;35.3%;;5.9%;;;5.9%;5.9%;5.9%;5.9%;23.5%;;5.9%;;;;;;;;;;;5.9%;
;;;;;;009;16487;Conner, Daniel A.;6.3%;25.0%;12.5%;6.3%;12.5%;;;12.5%;;;6.3%;;6.3%;;6.3%;;;;;;;;6.3%;
;;;Latin Level II-Honors;202620;Spring 2026;008;14843;Barnes, Robert J.;;;;;;100.0%;;;;;;;;;;;;;;;;;;
;;;;;;009;16487;Conner, Daniel A.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;20200;Latin Level IV;202620;Spring 2026;001;24120;Moodie, Erin K.;12.5%;12.5%;;;;6.3%;18.8%;12.5%;;12.5%;6.3%;;18.8%;;;;;;;;;;;
;;;Latin Level IV-Honors;202620;Spring 2026;001;24120;Moodie, Erin K.;33.3%;;;;33.3%;;33.3%;;;;;;;;;;;;;;;;;
LC;LC-Languages and Cultures;28100;Intro To World Food Cultures;202620;Spring 2026;001;17781;Delsad, Chloe;20.0%;40.0%;12.0%;;8.0%;4.0%;8.0%;;;;;;;;4.0%;;;;;;;;4.0%;
;;;;;;002;38133;Delsad, Chloe;43.5%;17.4%;17.4%;;;;13.0%;;;;;;;;;;;;;;;;8.7%;
;;;;;;003;38134;Dutta, Anurati;48.0%;8.0%;36.0%;;;4.0%;4.0%;;;;;;;;;;;;;;;;;
;;38500;Holocaust World Lit And Film;202620;Spring 2026;001;38136;William, Jennifer M.;30.2%;25.6%;;;11.6%;9.3%;14.0%;2.3%;2.3%;;2.3%;;;;;;;;;;;;2.3%;
LING;LING-Linguistics;20100;Intro To Linguistics;202620;Spring 2026;021;27562;Castillo Revelo, Santiago;18.2%;36.4%;18.2%;;;;;;;;;;;;9.1%;;;;;;;;18.2%;
;;31100;Fundmntls Phon & Morph;202620;Spring 2026;001;31597;Dmitrieva, Olga;20.0%;13.3%;26.7%;;6.7%;13.3%;;6.7%;;;;;;;6.7%;;;;;;;;6.7%;
;;32100;Fndatns Of Synt & Sem;202620;Spring 2026;001;23994;Benedicto, Elena E.;27.8%;;55.6%;;11.1%;;;;;;;;;;5.6%;;;;;;;;;
;;39800;Structure Of Farsi;202620;Spring 2026;008;30852;Khodadadi, Golsa;33.3%;;50.0%;;;;;;;;8.3%;;;;;;;8.3%;;;;;;
;;54100;Hist Ling & Lang Chng;202620;Spring 2026;001;19978;Neary-Sundquist, Colleen A.;38.5%;15.4%;;;7.7%;7.7%;30.8%;;;;;;;;;;;;;;;;;
;;56500;Sociolinguistics;202620;Spring 2026;001;37994;Neary-Sundquist, Colleen A.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
MA;MA-Mathematics;13700;Math For Elm Tchrs I;202620;Spring 2026;701;21805;Fitch, Jennifer M.;14.3%;4.8%;4.8%;;19.0%;4.8%;;33.3%;;;9.5%;;;;4.8%;;;;;;;;4.8%;
;;;;;;702;61607;Collins, Mary K.;37.5%;;18.8%;;6.3%;;;18.8%;;;6.3%;;;;6.3%;;;;;;;;6.3%;
;;;;;;703;25530;Fitch, Jennifer M.;26.7%;;;;20.0%;;;33.3%;;6.7%;6.7%;;6.7%;;;;;;;;;;;
;;;;;;704;29265;Collins, Mary K.;22.2%;11.1%;;;44.4%;5.6%;;11.1%;;;;;;;5.6%;;;;;;;;;
;;13800;Math For Elm Tchrs II;202620;Spring 2026;801;21812;Fitch, Jennifer M.;15.0%;;;;25.0%;;;30.0%;5.0%;5.0%;10.0%;;;;10.0%;;;;;;;;;
;;13900;Math For Elm Tchrs III;202620;Spring 2026;901;60994;Max, Brooke M.;40.9%;4.5%;;;36.4%;4.5%;;13.6%;;;;;;;;;;;;;;;;
;;;;;;902;40838;Max, Brooke M.;25.0%;12.5%;;;25.0%;12.5%;;16.7%;;;4.2%;;;;4.2%;;;;;;;;;
;;15300;College Algebra;202620;Spring 2026;200;63683;Devlin, Patrick M.;6.5%;1.6%;6.5%;;16.1%;4.8%;3.2%;6.5%;3.2%;9.7%;1.6%;;3.2%;;16.1%;;;;;;;;21.0%;
;;;;;;Y08;17270;Devlin, Patrick M.;7.7%;;;;9.6%;;;;7.7%;1.9%;1.9%;;1.9%;;25.0%;;;;;;;;44.2%;
;;;;;;Y16;10710;Devlin, Patrick M.;13.3%;;;;6.7%;6.7%;;6.7%;6.7%;13.3%;6.7%;;;;6.7%;;;;;;;;33.3%;
;;15555;Quantitative Reasoning;202620;Spring 2026;301;10575;Kapsin, Nathan A.;13.6%;4.5%;36.4%;;9.1%;9.1%;4.5%;9.1%;;;9.1%;4.5%;;;;;;;;;;;;
;;;;;;302;10576;Kapsin, Nathan A.;26.1%;8.7%;39.1%;;;4.3%;13.0%;4.3%;;4.3%;;;;;;;;;;;;;;
;;;;;;303;10579;Xie, Bryant J.;4.8%;14.3%;33.3%;;4.8%;4.8%;19.0%;9.5%;;;4.8%;;;;4.8%;;;;;;;;;
;;;;;;304;10580;Xie, Bryant J.;23.8%;4.8%;14.3%;;19.0%;;14.3%;;9.5%;4.8%;;;;;4.8%;;;;;;;;4.8%;
;;;;;;305;11325;Fines, Risa M.;23.8%;4.8%;23.8%;;19.0%;9.5%;9.5%;;;;;4.8%;4.8%;;;;;;;;;;;
;;;;;;306;11326;Fines, Risa M.;19.0%;14.3%;14.3%;;9.5%;;9.5%;;19.0%;;4.8%;4.8%;;;4.8%;;;;;;;;;
;;;;;;308;16567;Mudrak, Benjamin J.;15.8%;15.8%;21.1%;;;10.5%;5.3%;15.8%;;5.3%;;5.3%;;;;;;;;;;;5.3%;
;;15800;Precalculus- Functions & Trig;202620;Spring 2026;100;14869;Shalabi, Jill D.;;1.1%;;1.1%;4.4%;2.2%;4.4%;11.1%;14.4%;7.8%;13.3%;;10.0%;;15.6%;;;;;;;;14.4%;
;;;;;;200;21651;Shalabi, Jill D.;3.3%;2.2%;2.2%;;12.2%;4.4%;2.2%;13.3%;10.0%;7.8%;12.2%;;7.8%;;15.6%;;;;;;;;6.7%;
;;;;;;301;16570;Baier, Otto C.;2.9%;;;;14.3%;2.9%;5.7%;17.1%;8.6%;14.3%;2.9%;;5.7%;;8.6%;;;;;;;;17.1%;
;;;;;;302;16574;Baier, Otto C.;;2.9%;;;8.6%;2.9%;;14.3%;11.4%;11.4%;8.6%;;;;22.9%;;;;;;;;17.1%;
;;16010;Applied Calculus I;202620;Spring 2026;100;11373;Delgado, Huimei;11.8%;4.5%;1.8%;;16.4%;4.5%;3.6%;16.4%;6.4%;5.5%;10.0%;0.9%;4.5%;;4.5%;;;;;;;;9.1%;
;;;;;;103;15804;Chlopecki, Anna N.;17.5%;5.0%;;;15.0%;;7.5%;15.0%;2.5%;;5.0%;;2.5%;;12.5%;;;;;;;;17.5%;
;;;;;;104;14892;Chlopecki, Anna N.;7.5%;2.5%;;;7.5%;5.0%;;20.0%;7.5%;2.5%;20.0%;5.0%;2.5%;;7.5%;;;;;;;;12.5%;
;;;;;;105;15805;Makarova, Maiia;7.3%;7.3%;2.4%;;17.1%;;7.3%;19.5%;2.4%;9.8%;7.3%;2.4%;4.9%;;4.9%;;;;;;;;7.3%;
;;;;;;106;14870;Makarova, Maiia;15.0%;2.5%;2.5%;;12.5%;5.0%;7.5%;15.0%;2.5%;2.5%;7.5%;;2.5%;;10.0%;;;;;;;;15.0%;
;;;;;;107;14882;Singh, Mansimar;12.8%;2.6%;2.6%;;15.4%;7.7%;2.6%;12.8%;5.1%;;7.7%;;2.6%;;12.8%;;;;;;;;15.4%;
;;;;;;108;14881;Singh, Mansimar;7.5%;7.5%;;;12.5%;2.5%;2.5%;7.5%;2.5%;5.0%;15.0%;10.0%;5.0%;;10.0%;;;;;;;;12.5%;
;;;;;;109;14899;Wong, Katherine T.;5.0%;;5.0%;;10.0%;5.0%;5.0%;22.5%;5.0%;;5.0%;7.5%;2.5%;;7.5%;;;;;;;;20.0%;
;;;;;;110;14872;Wong, Katherine T.;;;5.7%;;5.7%;8.6%;5.7%;20.0%;;;11.4%;5.7%;8.6%;;14.3%;;;;;;;;14.3%;
;;;;;;200;21661;Delworth, Timothy J.;16.8%;5.0%;2.5%;;12.6%;5.0%;8.4%;21.0%;4.2%;3.4%;2.5%;2.5%;5.0%;;4.2%;;;0.8%;;;;;5.9%;
;;;;;;500;35702;Delgado, Huimei;10.8%;5.4%;0.9%;;14.4%;3.6%;5.4%;13.5%;8.1%;9.0%;6.3%;0.9%;3.6%;;9.9%;;;;;;;;8.1%;
;;16020;Applied Calculus II;202620;Spring 2026;002;38287;Anderson, Sarah E.;16.7%;4.8%;;;23.8%;7.1%;2.4%;4.8%;4.8%;11.9%;2.4%;;2.4%;;9.5%;;;;;;;;9.5%;
;;;;;;101;16624;Dunaisky, Tyler J.;3.6%;;;;17.9%;;3.6%;3.6%;7.1%;10.7%;10.7%;;10.7%;;28.6%;;;;;;;;3.6%;
;;;;;;102;16616;Dunaisky, Tyler J.;4.8%;7.1%;2.4%;;14.3%;2.4%;2.4%;7.1%;4.8%;11.9%;11.9%;;9.5%;;9.5%;;;;;;;;11.9%;
;;;;;;103;16606;Poole, Michael B.;11.9%;4.8%;;;4.8%;4.8%;2.4%;7.1%;11.9%;9.5%;2.4%;;11.9%;;21.4%;;;;;;;;7.1%;
;;;;;;104;16603;Poole, Michael B.;4.8%;2.4%;;;7.1%;7.1%;4.8%;7.1%;7.1%;14.3%;4.8%;;11.9%;;16.7%;;;;;;;;11.9%;
;;;;;;105;38286;Anderson, Sarah E.;19.0%;11.9%;;;23.8%;7.1%;2.4%;2.4%;14.3%;7.1%;2.4%;;4.8%;;;;;;;;;;4.8%;
;;;;;;200;22725;Norris, David M.;14.6%;4.6%;;;21.5%;4.6%;3.1%;11.5%;5.4%;7.7%;3.8%;;2.3%;;9.2%;;;;;;;;11.5%;
;;;;;;300;23095;Norris, David M.;8.8%;3.5%;;;12.4%;6.2%;3.5%;8.0%;8.0%;4.4%;8.8%;;5.3%;;17.7%;;;;;;;;13.3%;
;;;;;;301;41399;Yandell, Evan A.;16.7%;2.4%;;;11.9%;4.8%;;11.9%;11.9%;14.3%;4.8%;;4.8%;;11.9%;;;;;;;;4.8%;
;;16100;Pl Anly Geo Calc I;202620;Spring 2026;101;16680;Fessler, Austin J.;10.7%;;10.7%;;7.1%;;10.7%;10.7%;;17.9%;10.7%;;3.6%;;7.1%;;;;;;;;10.7%;
;;;;;;102;16681;Fessler, Austin J.;;7.4%;7.4%;;14.8%;11.1%;11.1%;11.1%;11.1%;3.7%;7.4%;;7.4%;;3.7%;;;;;;;;3.7%;
;;;;;;105;16692;Long, Roland A.;7.1%;7.1%;7.1%;;3.6%;3.6%;;10.7%;14.3%;10.7%;10.7%;;3.6%;;3.6%;;;;;;;;17.9%;
;;;;;;106;16693;Long, Roland A.;10.7%;10.7%;3.6%;;10.7%;3.6%;;3.6%;17.9%;7.1%;;;7.1%;;14.3%;;;;;;;;10.7%;
;;;;;;107;16678;Castillo, Laura M.;17.9%;3.6%;7.1%;;3.6%;;7.1%;14.3%;10.7%;7.1%;10.7%;;3.6%;;10.7%;;;;;;;;3.6%;
;;;;;;108;16679;Castillo, Laura M.;10.7%;3.6%;;;10.7%;3.6%;3.6%;21.4%;3.6%;10.7%;7.1%;;3.6%;;3.6%;;;;;;;;17.9%;
;;;;;;109;16721;Vo, Hoang K.;;11.1%;3.7%;;;22.2%;7.4%;11.1%;11.1%;7.4%;7.4%;;;;11.1%;;;;;;;;7.4%;
;;;;;;110;16719;Vo, Hoang K.;3.6%;7.1%;10.7%;;14.3%;10.7%;10.7%;3.6%;10.7%;7.1%;3.6%;;3.6%;;10.7%;;;;;;;;3.6%;
;;16200;Pl Anly Geo Calc II;202620;Spring 2026;101;16747;Miga, Luke D.;;4.5%;;;40.9%;9.1%;4.5%;13.6%;4.5%;;;4.5%;4.5%;;13.6%;;;;;;;;;
;;;;;;102;16748;Miga, Luke D.;4.2%;4.2%;;;8.3%;16.7%;12.5%;16.7%;12.5%;8.3%;;;;;12.5%;;;;;;;;4.2%;
;;;;;;103;16749;Yang, Alexander J.;7.7%;11.5%;3.8%;;11.5%;7.7%;23.1%;7.7%;3.8%;3.8%;;;3.8%;;3.8%;;;;;;;;11.5%;
;;;;;;104;16750;Yang, Alexander J.;12.0%;4.0%;8.0%;;8.0%;8.0%;8.0%;20.0%;4.0%;16.0%;8.0%;;;;;;;;;;;;4.0%;
;;;;;;105;16766;Yu, Andy;;4.5%;;;22.7%;9.1%;9.1%;18.2%;13.6%;4.5%;;;;;9.1%;;;;;;;;9.1%;
;;;;;;106;16765;Yu, Andy;16.7%;4.2%;4.2%;;8.3%;8.3%;;25.0%;8.3%;;;;;;4.2%;;;;;;;;20.8%;
;;;;;;107;16780;Moses, Skip E.;4.0%;8.0%;4.0%;;8.0%;8.0%;;16.0%;12.0%;8.0%;8.0%;;;;12.0%;;;;;;;;12.0%;
;;;;;;108;16779;Moses, Skip E.;8.0%;8.0%;;;8.0%;12.0%;8.0%;16.0%;8.0%;4.0%;8.0%;;;;12.0%;;;;;;;;8.0%;
