Subject;Subject Desc;Course Number;Title;Academic Period;Academic Period Desc;Section;CRN;Instructor;A;A-;A+;AU;B;B-;B+;C;C-;C+;D;D-;D+;E;F;I;N;P;PI;S;SI;U;W;
GER;GER-German;10100;German Level I;202610;Fall 2025;030;26661;Hinkel, Irina A.;25.0%;18.8%;6.3%;;;6.3%;6.3%;6.3%;;;6.3%;;6.3%;;;;;;;;;;18.8%;
;;;;;;031;26662;Hinkel, Irina A.;61.1%;5.6%;11.1%;;5.6%;5.6%;;;;5.6%;5.6%;;;;;;;;;;;;;
;;;;;;032;26663;Hinkel, Irina A.;50.0%;25.0%;;;;8.3%;;;;;;;;;;;;;;;;;16.7%;
;;;;;;033;26664;Hinkel, Irina A.;55.6%;16.7%;5.6%;;11.1%;;11.1%;;;;;;;;;;;;;;;;;
;;10200;German Level II;202610;Fall 2025;027;26665;William, Jennifer M.;25.0%;8.3%;;;8.3%;;16.7%;;8.3%;;8.3%;;;;8.3%;;;;;;;;16.7%;
;;;;;;028;26666;Fisher, Anne O.;17.6%;11.8%;;;29.4%;23.5%;11.8%;;;;;;;;;;;;;;;;5.9%;
;;;;;;029;26667;Kroninger, Andrew Y.;76.5%;11.8%;;;;;11.8%;;;;;;;;;;;;;;;;;
;;;;;;030;26668;Kroninger, Andrew Y.;72.7%;18.2%;;;;;9.1%;;;;;;;;;;;;;;;;;
;;11200;Elem German Conversation;202610;Fall 2025;001;21228;Baumer, Jason E.;23.1%;;61.5%;;;;;;;;;;;;;;;;;;;;15.4%;
;;20100;German Level III;202610;Fall 2025;005;64370;Baumer, Jason E.;22.2%;16.7%;;;22.2%;;22.2%;5.6%;5.6%;;;;;;;;;;;;;;5.6%;
;;20200;German Level IV;202610;Fall 2025;002;21235;Felten, Vanessa S.;21.1%;10.5%;;;21.1%;;21.1%;10.5%;5.3%;5.3%;;;;;;;;;;;;;5.3%;
;;;;;;004;62828;Felten, Vanessa S.;25.0%;6.3%;12.5%;;25.0%;18.8%;;6.3%;;6.3%;;;;;;;;;;;;;;
;;30100;German Level V;202610;Fall 2025;002;50613;Rasajski Sasic, Viseslava;26.7%;;26.7%;13.3%;13.3%;6.7%;6.7%;;;;;;;;;;;;;;;;6.7%;
;;;;;;004;22517;Rasajski Sasic, Viseslava;53.3%;6.7%;20.0%;;6.7%;;;;;;;;6.7%;;;;;;;;;;6.7%;
;;;German Level V-Honors;202610;Fall 2025;004;22517;Rasajski Sasic, Viseslava;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;40100;German Level VII;202610;Fall 2025;001;16085;Allert, Beate I.;54.5%;27.3%;18.2%;;;;;;;;;;;;;;;;;;;;;
GRAD;GRAD-Graduate Studies;50100;PULSe Scient Communic;202610;Fall 2025;001;16359;Springer, Lindsey B.;22.6%;;77.4%;;;;;;;;;;;;;;;;;;;;;
;;59000;Lab Rotation;202610;Fall 2025;009;48826;Springer, Lindsey B.;;;;;;;;;;;;;;;;;3.2%;96.8%;;;;;;
;;;Preparing Future Faculty;202610;Fall 2025;035;32927;Gibson, Kevin D.;;;;;;;;;;;;;;;;;;96.0%;;;;;4.0%;
;;61200;Responsible Conduct Of Resrch;202610;Fall 2025;005;53587;Mohler, James L.;93.9%;;;;2.0%;;;;;;;;;;;;;;;;;;4.1%;
;;;;;;006;25285;Mohler, James L.;93.8%;;;;3.8%;;;1.3%;;;;;;;;;;;;;;;1.3%;
;;68900;CSE Seminar;202610;Fall 2025;002;24560;Prakash, Arun;;;;;;;;;;;;;;;;;;100.0%;;;;;;
;;69900;Research PhD Thesis;202610;Fall 2025;009;66405;Stahelin, Robert V.;;;;;;;;;;;;;;;;;;;;96.8%;;3.2%;;
GREK;GREK-Greek;10100;Ancient Greek Level I;202610;Fall 2025;005;50617;Campbell, Charles S.;16.7%;;41.7%;;;8.3%;;8.3%;;;;;;;;;;;;;;;25.0%;
GS;GS-General Studies;11900;Intro Acad Prog-Purdue;202610;Fall 2025;001;21047;Rodenberg, Eric J.;;;;;;;;;;;;;;;;;18.5%;77.8%;;;;;3.7%;
;;;;;;002;11868;Rodenberg, Eric J.;;;;;;;;;;;;;;;;;5.3%;94.7%;;;;;;
;;12001;Summer Beginners Seminar II;202610;Fall 2025;004;14694;Zickmund, Angela D.;11.8%;11.8%;29.4%;;;11.8%;;;5.9%;5.9%;;5.9%;11.8%;;5.9%;;;;;;;;;
;;19501;Preparing For UG Research Expr;202610;Fall 2025;SC1;19661;Sadler, James J.;77.4%;;;;6.5%;;;;;;3.2%;;;;3.2%;;3.2%;;;;;;6.5%;
;;19700;Purdue Promise First-Yr Exper;202610;Fall 2025;F11;68542;Natzel, Kara J.;9.4%;9.4%;46.9%;;6.3%;6.3%;;3.1%;;3.1%;;3.1%;;;9.4%;;;;;;;;3.1%;
;;;;;;F12;22147;Maggard, Melissa L.;48.0%;16.0%;;;8.0%;;;4.0%;;8.0%;4.0%;8.0%;;;4.0%;;;;;;;;;
;;;;;;F13;68525;Robinson, Desmine T.;43.3%;13.3%;3.3%;;26.7%;3.3%;3.3%;3.3%;3.3%;;;;;;;;;;;;;;;
;;;;;;FP1;68546;Jones, Jamie M.;57.1%;5.7%;;;8.6%;11.4%;8.6%;2.9%;;;2.9%;;2.9%;;;;;;;;;;;
;;;;;;FP2;68531;Snedeker, Jalen C.;10.7%;7.1%;42.9%;;10.7%;10.7%;7.1%;;;;3.6%;;3.6%;;3.6%;;;;;;;;;
;;;;;;FP3;68535;Jones, Jamie M.;83.3%;8.3%;;;4.2%;4.2%;;;;;;;;;;;;;;;;;;
;;;;;;FP5;68537;McQuay, Martina A.;3.8%;15.4%;42.3%;;11.5%;11.5%;7.7%;3.8%;;3.8%;;;;;;;;;;;;;;
;;;;;;FP6;68530;Robinson, Desmine T.;25.9%;14.8%;;;14.8%;3.7%;11.1%;7.4%;3.7%;;;;3.7%;;7.4%;;;;;;;;7.4%;
;;;;;;FP7;68532;Maggard, Melissa L.;68.0%;4.0%;;;4.0%;;4.0%;4.0%;8.0%;;4.0%;;;;4.0%;;;;;;;;;
;;;;;;FP8;68529;Snedeker, Jalen C.;22.6%;12.9%;35.5%;;6.5%;6.5%;6.5%;;;3.2%;;;6.5%;;;;;;;;;;;
;;;;;;FP9;68526;Jones, Jamie M.;48.4%;12.9%;;;16.1%;9.7%;6.5%;;;3.2%;;;;;3.2%;;;;;;;;;
;;29501;Understand UG Research Exper;202610;Fall 2025;001;31175;Sadler, James J.;;;;;;;;;;;;;;;;;;;;;;;;100.0%
;;;;;;SC1;30257;Sadler, James J.;88.2%;;9.8%;;;;;2.0%;;;;;;;;;;;;;;;;
;;40500;Advancing Tomorrow's Leaders;202610;Fall 2025;SP1;68559;Bowman, Summer D.;50.0%;23.1%;;;11.5%;;3.8%;7.7%;;3.8%;;;;;;;;;;;;;;
;;;;;;SP2;68563;Bowman, Summer D.;55.8%;11.6%;;;7.0%;;9.3%;;7.0%;4.7%;;;;;2.3%;;;;;;;;2.3%;
;;;;;;SP3;68562;Skibinski, Quinton J.;75.9%;13.8%;;;3.4%;;;3.4%;;;;;3.4%;;;;;;;;;;;
;;;;;;SP4;68561;Skibinski, Quinton J.;76.9%;5.1%;;;7.7%;7.7%;;;;2.6%;;;;;;;;;;;;;;
;;;;;;SP5;68560;Bowman, Summer D.;48.6%;16.2%;;;8.1%;2.7%;5.4%;2.7%;2.7%;5.4%;2.7%;;2.7%;;2.7%;;;;;;;;;
;;;;;;SP6;11691;Jackson, Katelyn S.;36.1%;16.7%;;;5.6%;8.3%;16.7%;2.8%;;5.6%;;;5.6%;;;;;;;;;;2.8%;
;;49000;Law School Exploration;202610;Fall 2025;112;68564;Gosney, Cristy R.;;;;;;;;;;;;;;;;;2.3%;95.5%;;;;;2.3%;
;;49501;Beyond Undergraduate Research;202610;Fall 2025;001;19670;Sadler, James J.;95.8%;;;;;;;;;;;;;;;;;;;;;;4.2%;
GSLA;GSLA-Global Studies Lib Arts;10100;Global Awareness;202610;Fall 2025;003;32296;Smythe, Stacey A.;31.3%;18.8%;12.5%;;;6.3%;;;12.5%;6.3%;;;;;12.5%;;;;;;;;;
;;;;;;004;24654;Smythe, Stacey A.;25.0%;;8.3%;;41.7%;;16.7%;;;8.3%;;;;;;;;;;;;;;
;;48000;Sr Capstone Global Studies I;202610;Fall 2025;001;24355;Coda, Elena;58.3%;;8.3%;;;;;;;;;;;;;25.0%;;;;;;;8.3%;
HDFS;HDFS-Human Dev & Family Sci;10000;Orientat Curr Hum Dev&Fam Sci;202610;Fall 2025;002;10070;Elias, Cezanne M.;83.3%;;;;4.8%;7.1%;2.4%;2.4%;;;;;;;;;;;;;;;;
;;;;;;007;16592;Rosselot Wilkins, Jennifer M.;83.3%;6.7%;;;;;6.7%;;;;;;;;3.3%;;;;;;;;;
;;20100;Intro To Relatship & Fam Sci;202610;Fall 2025;002;69771;Moding, Kameron J.;20.2%;9.2%;52.9%;;6.7%;1.7%;4.2%;0.8%;;1.7%;;;;;;;;;;;;;2.5%;
;;;;;;003;26563;Knox, Marissa C.;25.6%;14.5%;35.9%;;3.4%;4.3%;7.7%;1.7%;0.9%;2.6%;0.9%;0.9%;;;0.9%;;;;;;;;0.9%;
;;;Intro Rltship & Fam Sci-Honors;202610;Fall 2025;003;26563;Knox, Marissa C.;;100.0%;;;;;;;;;;;;;;;;;;;;;;
;;21000;Intro Human Devlpment;202610;Fall 2025;001;12049;Elenbaas, Laura M.;36.0%;12.6%;28.3%;;2.4%;2.0%;11.3%;2.4%;0.8%;2.4%;;;0.4%;;1.2%;;;;;;;;;
;;;;;;002;11473;Rhodes-Carlson, Janet M.;32.3%;26.7%;16.4%;;4.3%;4.3%;6.5%;2.6%;1.7%;2.2%;0.4%;;0.9%;;;;;;;;;;1.7%;
;;;Intro Human Devlpment-Honors;202610;Fall 2025;002;11473;Rhodes-Carlson, Janet M.;;100.0%;;;;;;;;;;;;;;;;;;;;;;
;;28000;Divrsty Individual & Fam Life;202610;Fall 2025;009;18480;Rhodes-Carlson, Janet M.;13.0%;15.2%;47.8%;;4.3%;4.3%;2.2%;4.3%;2.2%;2.2%;;;;;4.3%;;;;;;;;;
;;;;;;010;14651;Atkin, Annabelle L.;18.0%;18.0%;29.5%;;8.2%;1.6%;8.2%;4.9%;4.9%;3.3%;;;;;;;;;;;;;3.3%;
;;30500;Biosocial Fndtns Of The Family;202610;Fall 2025;001;15649;Macneill, Leigha A.;16.7%;16.7%;40.0%;;;;13.3%;;;3.3%;;;;;3.3%;;;;;;;;6.7%;
;;31100;Child Development;202610;Fall 2025;003;11292;Marks, Rebecca A.;42.0%;16.0%;4.0%;;14.0%;8.0%;8.0%;2.0%;;2.0%;;;2.0%;;;;;;;;;;2.0%;
;;;;;;004;12048;Posada, German E.;48.8%;;36.6%;;4.9%;2.4%;2.4%;2.4%;;;;;;;;;;;;;;;2.4%;
;;31200;Adult Development;202610;Fall 2025;001;57336;Friedman, Elliot M.;34.3%;20.0%;2.9%;;8.6%;5.7%;20.0%;2.9%;;2.9%;;;;;;;;;;;;;2.9%;
;;31300;Adolescent Development;202610;Fall 2025;001;69619;Robbins, Paul A.;48.1%;14.8%;3.7%;;11.1%;;14.8%;3.7%;;3.7%;;;;;;;;;;;;;;
;;31400;Atypical Child Development;202610;Fall 2025;001;10095;Schwichtenberg, Amy J.;32.7%;9.6%;11.5%;;11.5%;5.8%;11.5%;3.8%;;7.7%;;1.9%;;;3.8%;;;;;;;;;
;;31801;Developmental Assessmt;202610;Fall 2025;001;11213;Harbin, Shawna G.;40.0%;15.0%;;;25.0%;15.0%;;;5.0%;;;;;;;;;;;;;;;
;;32500;Hlth Care Child & Fam;202610;Fall 2025;001;13573;Moding, Kameron J.;43.1%;7.7%;38.5%;;3.1%;;4.6%;1.5%;;1.5%;;;;;;;;;;;;;;
;;33000;Sexuality And Family Life;202610;Fall 2025;001;57243;Elias, Cezanne M.;71.9%;6.3%;;;6.3%;;9.4%;;3.1%;3.1%;;;;;;;;;;;;;;
;;33100;Skill Help Professnals;202610;Fall 2025;001;50309;Quichocho, Davina N.;52.6%;5.3%;15.8%;;5.3%;;;5.3%;;;5.3%;;;;;;;;;;;;10.5%;
;;34100;Working With Parents;202610;Fall 2025;001;15377;Knox, Marissa C.;39.3%;12.5%;35.7%;;1.8%;1.8%;1.8%;;1.8%;;;;;;1.8%;;;;;;;;3.6%;
;;34600;Rsrch Design & Prog Evaluation;202610;Fall 2025;002;51569;Nichols, Deborah L.;70.0%;;;;;;5.0%;;;;;;;;5.0%;10.0%;;;;;;;10.0%;
;;;;;;008;23120;Chan, Hiu Ming;31.8%;18.2%;13.6%;;9.1%;4.5%;9.1%;4.5%;;;;;4.5%;;4.5%;;;;;;;;;
;;40800;EI/ECSE: Issues And Prof Pract;202610;Fall 2025;001;13602;Purcell, Megan L.;70.0%;5.0%;;;15.0%;;5.0%;5.0%;;;;;;;;;;;;;;;;
;;40900;Sci In Presch & Primary Grades;202610;Fall 2025;001;23116;Harbin, Shawna G.;90.0%;;;;5.0%;5.0%;;;;;;;;;;;;;;;;;;
;;42000;Dev Inf & Tod Curric;202610;Fall 2025;001;13603;Robinson-Rucker, Chanele D.;58.3%;37.5%;;;;;;;4.2%;;;;;;;;;;;;;;;
;;45100;Internship & Career Prep HS;202610;Fall 2025;001;30064;Quichocho, Davina N.;76.5%;;;;11.8%;5.9%;;;;5.9%;;;;;;;;;;;;;;
;;60600;Advanced Human Development;202610;Fall 2025;001;16353;Friedman, Elliot M.;90.9%;9.1%;;;;;;;;;;;;;;;;;;;;;;
;;61900;Adolesc & Youth Dev In Context;202610;Fall 2025;001;22763;Taylor, Zoe E.;33.3%;25.0%;25.0%;;8.3%;;;;;;;;;;;8.3%;;;;;;;;
;;62700;Multilevel Mdl Dev & Fam Resch;202610;Fall 2025;001;27090;Marceau, Kristine;45.8%;8.3%;29.2%;;;;12.5%;;;;;;;;;;;;;;;;4.2%;
;;69700;Graduate Student Colloquium;202610;Fall 2025;001;62641;Christ, Sharon L.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
HEBR;HEBR-Hebrew;12100;Biblical Hebrew I;202610;Fall 2025;001;21141;Heth, Raleigh C.;36.4%;18.2%;9.1%;;;;27.3%;;;;;;;;;;;;;;;;9.1%;
HHS;HHS-College Health & Human Sci;10100;Intro To Health & Human Sci;202610;Fall 2025;001;29104;Harris, Jason T.;72.7%;18.2%;;;;;;;;;;;;;9.1%;;;;;;;;;
HIST;HIST-History;10300;Intro To Medieval Wrld;202610;Fall 2025;001;10922;Mitchell, Silvia Z.;8.7%;6.5%;4.3%;;16.3%;12.0%;3.3%;7.6%;5.4%;4.3%;3.3%;2.2%;2.2%;;8.7%;;;1.1%;;;;;14.1%;
;;10400;Intro To Modern World;202610;Fall 2025;001;19191;Barford, Mary F.;19.6%;13.7%;58.8%;;3.9%;;2.0%;;;;;;;;;;;;;;;;2.0%;
;;;;;;002;19197;Barford, Mary F.;36.0%;12.0%;48.0%;;4.0%;;;;;;;;;;;;;;;;;;;
;;;;;;003;24766;Stukey, Meredith K.;56.0%;;4.0%;;12.0%;8.0%;6.0%;6.0%;2.0%;2.0%;4.0%;;;;;;;;;;;;;
;;;;;;004;24767;Kerton-Johnson, Catherine;42.0%;22.0%;18.0%;;;;4.0%;2.0%;2.0%;;2.0%;;;;4.0%;;;;;;;;4.0%;
;;;;;;006;10169;Fleetham, Deborah L.;31.8%;18.2%;;;22.7%;13.6%;11.4%;;;;2.3%;;;;;;;;;;;;;
;;;;;;007;10172;Fleetham, Deborah L.;11.6%;23.3%;;;14.0%;7.0%;25.6%;4.7%;2.3%;9.3%;;;2.3%;;;;;;;;;;;
;;;Intro To Modern World-Honors;202610;Fall 2025;006;10169;Fleetham, Deborah L.;50.0%;50.0%;;;;;;;;;;;;;;;;;;;;;;
;;10500;Global History;202610;Fall 2025;002;27275;Ford, O.T.;13.6%;13.6%;5.1%;;25.4%;10.2%;10.2%;3.4%;1.7%;6.8%;;;;;1.7%;;;1.7%;;;;;6.8%;
;;12300;History At Work;202610;Fall 2025;001;11657;Ford, O.T.;;;;;;;;;;;;;;;;;;96.6%;3.4%;;;;;
;;15100;Amer Hist To 1877;202610;Fall 2025;001;11247;Jones, Trenton C.;22.1%;16.9%;4.7%;;15.7%;11.0%;8.7%;4.7%;1.2%;2.3%;2.3%;;1.2%;;3.5%;;;;;;;;5.8%;
;;;;;;002;11289;Soucek, Jonathan D.;60.8%;13.7%;3.9%;;5.9%;2.0%;3.9%;2.0%;2.0%;;2.0%;;;;2.0%;;;;;;;;2.0%;
;;;;;;011;20260;Marsh, Dawn G.;80.0%;;;;13.3%;;;;;;;;;;4.4%;;;;;;;;2.2%;
;;;Amer Hist To 1877-Honors;202610;Fall 2025;011;20260;Marsh, Dawn G.;;;;;;;;;;;;;;;;;;;;;;;100.0%;
;;15200;U S Since 1877;202610;Fall 2025;001;11118;Soucek, Jonathan D.;58.0%;14.0%;;;10.0%;2.0%;;2.0%;4.0%;;;;;;4.0%;;;;;;;;6.0%;
;;;;;;002;11121;Lindey, Devan C.;37.9%;13.8%;34.5%;;3.4%;1.7%;1.7%;3.4%;;;;;;;1.7%;;;1.7%;;;;;;
;;;;;;003;21305;Gaarder, Renee D.;6.2%;13.3%;1.4%;;19.9%;10.9%;11.8%;10.0%;2.4%;9.0%;1.4%;0.5%;3.8%;;5.7%;;;;;;;;3.8%;
;;;;;;011;21949;Lindey, Devan C.;26.3%;10.5%;38.6%;;7.0%;8.8%;1.8%;;3.5%;1.8%;;;;;1.8%;;;;;;;;;
;;;;;;Y02;60309;Venchuk, Alicia M.;20.0%;22.0%;;;16.0%;8.0%;18.0%;2.0%;2.0%;4.0%;;2.0%;2.0%;;;;;;;;;;4.0%;
;;;;;;Y03;65568;Lindey, Devan C.;25.9%;6.9%;34.5%;;6.9%;5.2%;3.4%;3.4%;1.7%;;1.7%;1.7%;1.7%;;1.7%;;;;;;;;5.2%;
;;;U S Since 1877-Honors;202610;Fall 2025;003;21305;Gaarder, Renee D.;;;;;100.0%;;;;;;;;;;;;;;;;;;;
;;20100;Anc Jud & Early Christ;202610;Fall 2025;001;29390;Dodson, Joseph R.;41.7%;16.7%;;;;;25.0%;8.3%;;;;;;;8.3%;;;;;;;;;
;;24000;East Asia & Hist Trad;202610;Fall 2025;001;17764;Chen, Huiying;39.6%;29.2%;4.2%;;8.3%;4.2%;4.2%;;;2.1%;;;2.1%;;4.2%;;;;;;;;2.1%;
;;24600;Mod Mid East &N Africa;202610;Fall 2025;001;14100;Holden, Stacy E.;51.5%;9.1%;6.1%;;9.1%;3.0%;12.1%;;;3.0%;;;;;;;;;;;;;6.1%;
;;27100;Intro To Colonial Latin Amer;202610;Fall 2025;001;56308;De La Fuente, Ariel E.;62.5%;;;;25.0%;;;8.3%;;;;;;;;;;;;;;;4.2%;
;;30200;Intro Digital Humanities;202610;Fall 2025;002;31435;Stewart, Spencer D.;46.7%;26.7%;;;6.7%;;20.0%;;;;;;;;;;;;;;;;;
;;;Julius Caesar;202610;Fall 2025;003;21706;Conner, Daniel A.;23.8%;19.0%;9.5%;;4.8%;4.8%;14.3%;;4.8%;;;4.8%;;;9.5%;;;;;;;;4.8%;
;;30902;History Of Biotechnology;202610;Fall 2025;001;11415;Maxson, Kathryn G.;43.2%;16.2%;2.7%;;16.2%;10.8%;10.8%;;;;;;;;;;;;;;;;;
;;31005;Civil War Reconstruct 1850-77;202610;Fall 2025;001;11425;Lande, Jonathan S.;38.6%;20.0%;4.3%;;14.3%;2.9%;8.6%;2.9%;1.4%;1.4%;1.4%;;;;2.9%;;;;;;;;1.4%;
;;33505;Nationlism Socialism E Cen Eur;202610;Fall 2025;001;11443;Klein-Pejsova, Rebekah A.;44.4%;7.4%;7.4%;;7.4%;3.7%;11.1%;;;3.7%;;;7.4%;;3.7%;;;;;;;;3.7%;
;;33605;Global LGBTQ History;202610;Fall 2025;001;11444;Ewing, Christopher B.;27.8%;33.3%;;;;;27.8%;;;5.6%;;;;;;;;;;;;;5.6%;
;;34000;Modern China;202610;Fall 2025;001;13754;Tillman, Margaret M.;17.9%;20.5%;2.6%;;30.8%;5.1%;15.4%;2.6%;;5.1%;;;;;;;;;;;;;;
;;;Modern China-Honors;202610;Fall 2025;001;13754;Tillman, Margaret M.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;34901;The First World War;202610;Fall 2025;001;13755;Gray, William G.;15.8%;21.1%;1.8%;;15.8%;9.6%;21.9%;1.8%;0.9%;4.4%;;0.9%;;;2.6%;;;0.9%;;;;;2.6%;
;;;The First World War-Honors;202610;Fall 2025;001;13755;Gray, William G.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;35900;Gender In E Asian Hist;202610;Fall 2025;001;13779;Tillman, Margaret M.;58.3%;16.7%;8.3%;;8.3%;;8.3%;;;;;;;;;;;;;;;;;
;;;Gender In E Asian Hist-Honors;202610;Fall 2025;001;13779;Tillman, Margaret M.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;37100;Society & Rock & Roll;202610;Fall 2025;001;13916;Atkinson, David C.;47.2%;20.2%;;;11.5%;6.4%;8.7%;0.5%;0.5%;1.8%;0.5%;;;;0.9%;;;0.5%;;;;;1.4%;
;;37200;Hist Of American West;202610;Fall 2025;001;11598;Marsh, Dawn G.;83.8%;;;;10.8%;;;;;;;;;;5.4%;;;;;;;;;
;;37902;Silk Road & Pre-Mod Commerce;202610;Fall 2025;001;28019;Chen, Huiying;53.6%;14.3%;10.7%;;3.6%;;7.1%;;3.6%;3.6%;;;;;3.6%;;;;;;;;;
;;38400;History Of Aviation;202610;Fall 2025;001;21457;Smith, Michael G.;12.5%;17.7%;;;25.0%;6.3%;19.8%;3.1%;;6.3%;;;;;1.0%;;;6.3%;;;;;2.1%;
;;39500;Global Empire In 20th Century;202610;Fall 2025;003;11612;Bhattacharya, Tithi;25.0%;31.3%;12.5%;;;6.3%;;;;;;;;;18.8%;;;;;;;;6.3%;
;;40600;Europe 1815-1870;202610;Fall 2025;001;12100;Fleetham, Deborah L.;40.9%;18.2%;;;4.5%;9.1%;9.1%;4.5%;4.5%;4.5%;;;;;4.5%;;;;;;;;;
;;42100;Honor Historical Methods;202610;Fall 2025;H02;25219;Atkinson, David C.;91.7%;;;;;;;;;;;;;;8.3%;;;;;;;;;
;;48005;Madness & The Asylum In The US;202610;Fall 2025;001;25834;Pitts, Yvonne M.;36.7%;13.3%;13.3%;;6.7%;3.3%;;;3.3%;;6.7%;;;;10.0%;3.3%;;;;;;;3.3%;
;;49200;World War I In The Middle East;202610;Fall 2025;001;15212;Holden, Stacy E.;42.1%;10.5%;5.3%;;21.1%;;10.5%;5.3%;;;;;;;5.3%;;;;;;;;;
;;49500;Global Vietnam War 1945-1989;202610;Fall 2025;002;19189;Bellisari, Andrew H.;8.3%;16.7%;16.7%;;8.3%;;33.3%;;;;;;;;16.7%;;;;;;;;;
;;;Human Rights And Archives;202610;Fall 2025;003;11640;Klein-Pejsova, Rebekah A.;45.5%;9.1%;9.1%;;18.2%;;18.2%;;;;;;;;;;;;;;;;;
;;64100;War In History;202610;Fall 2025;002;14290;Gray, William G.;58.3%;16.7%;;;8.3%;;8.3%;;;;;;;;;;;;;;;;8.3%;
HK;HK-Health And Kinesiology;10000;Foundations Of Kinesiology;202610;Fall 2025;001;11252;Blankenship, Bonnie T.;12.6%;5.0%;4.2%;;16.0%;8.4%;14.3%;10.1%;6.7%;6.7%;5.9%;2.5%;3.4%;;1.7%;;;;;;;;2.5%;
;;13500;Intro Health & Kines;202610;Fall 2025;001;21428;Cavalier, Jocelyn D.;23.1%;10.8%;50.8%;;6.2%;1.5%;1.5%;;1.5%;;;;1.5%;;3.1%;;;;;;;;;
;;;;;;002;21429;Treadway, Hannah R.;16.9%;10.8%;50.8%;;6.2%;4.6%;4.6%;;3.1%;;;;;;1.5%;;;;;;;;1.5%;
;;21300;Clin Field Exp Health Fitness;202610;Fall 2025;002;24003;Chrapek, Jason C.;5.0%;;90.0%;;5.0%;;;;;;;;;;;;;;;;;;;
;;22200;Found Hlth Fit Prof;202610;Fall 2025;001;25876;Heavrin, Adam M.;;8.3%;83.3%;;;;4.2%;;;;;;;;;;;;;;;;4.2%;
;;25300;Princ Motor Developmnt;202610;Fall 2025;008;31324;Claxton, Laura J.;25.0%;11.5%;13.5%;;11.5%;9.4%;8.3%;6.3%;2.1%;5.2%;1.0%;;1.0%;;3.1%;;;;;;;;2.1%;
;;25800;Found Motor Skill Lrng;202610;Fall 2025;001;36471;Zelaznik, Howard N.;98.7%;;;;;;;;;;;;;;;;;;;;;;1.3%;
;;26300;Biomech Found Mot Skls;202610;Fall 2025;006;39210;Ambike, Satyajit S.;17.7%;17.7%;;;27.1%;9.4%;17.7%;1.0%;1.0%;3.1%;;;1.0%;;1.0%;;;;;;;;3.1%;
;;28500;Fieldwork In Athl Train - Coll;202610;Fall 2025;001;11363;Wilcoxson, Mitsue A.;89.3%;3.6%;;;;;7.1%;;;;;;;;;;;;;;;;;
;;28600;Fieldwork In Athl Train - Seco;202610;Fall 2025;001;11369;Voll, Craig A.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;28700;Fieldwork In Athl Train - Clin;202610;Fall 2025;001;28749;Voll, Craig A.;96.3%;;;;3.7%;;;;;;;;;;;;;;;;;;;
;;30200;App Clin Anatomy;202610;Fall 2025;001;21510;Wilcoxson, Mitsue A.;10.0%;12.0%;;;25.0%;11.0%;9.0%;13.0%;5.0%;7.0%;1.0%;;2.0%;;1.0%;;;;;;;;4.0%;
;;30800;Athletic Health Care;202610;Fall 2025;001;28186;Voll, Craig A.;98.3%;1.7%;;;;;;;;;;;;;;;;;;;;;;
;;32700;Intro To Sports Management;202610;Fall 2025;001;23677;Henderson, Christopher J.;46.4%;25.0%;;;3.6%;;14.3%;3.6%;;3.6%;;;;;3.6%;;;;;;;;;
;;32800;Business Of Professional Sport;202610;Fall 2025;001;23686;Henderson, Christopher J.;55.9%;14.7%;;;8.8%;5.9%;5.9%;5.9%;;2.9%;;;;;;;;;;;;;;
;;36800;Exercise Physiology I;202610;Fall 2025;021;51020;Tesini Roseguini, Bruno;17.0%;14.9%;13.8%;;20.2%;8.5%;14.9%;2.1%;1.1%;3.2%;;1.1%;1.1%;;;;;;;;;;2.1%;
;;37200;Sport Exercise Psy I;202610;Fall 2025;001;59022;Amireault, Steve;30.2%;22.9%;16.7%;;10.4%;3.1%;9.4%;1.0%;2.1%;2.1%;1.0%;;1.0%;;;;;;;;;;;
;;37600;History Of Sport;202610;Fall 2025;001;13143;Blankenship, Bonnie T.;2.8%;11.1%;;;19.4%;8.3%;11.1%;11.1%;8.3%;13.9%;5.6%;2.8%;;;5.6%;;;;;;;;;
;;42100;Health Screening & Evaluation;202610;Fall 2025;001;21581;Heavrin, Adam M.;;;94.4%;;;2.8%;2.8%;;;;;;;;;;;;;;;;;
;;42200;Basic Exercise Program Design;202610;Fall 2025;001;21586;Huffield, Adam S.;58.1%;7.0%;;;14.0%;;2.3%;2.3%;7.0%;4.7%;2.3%;;2.3%;;;;;;;;;;;
;;42700;Sports Marketing;202610;Fall 2025;001;23684;Henderson, Christopher J.;44.0%;16.0%;;;16.0%;12.0%;4.0%;;;4.0%;;;4.0%;;;;;;;;;;;
;;42800;Sports Facility Event Mgmt;202610;Fall 2025;001;23683;Henderson, Christopher J.;62.5%;12.5%;;;6.3%;6.3%;6.3%;;;;;;;;6.3%;;;;;;;;;
;;44300;Neuroscience Movement;202610;Fall 2025;001;25599;Haddad, Jeffrey M.;30.0%;25.0%;30.0%;;5.0%;;5.0%;5.0%;;;;;;;;;;;;;;;;
